,director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,combined
1454,Alexandre Aja,Cameron Boyce,HorrorMystery,Jason Flemyng,Mirrors,Julian Glover,Alexandre Aja Cameron Boyce HorrorMystery Jason Flemyng Julian Glover
1455,Michael Rymer,Lena Olin,DramaFantasyHorror,Aaliyah,Queen of the Damned,Bruce Spence,Michael Rymer Lena Olin DramaFantasyHorror Aaliyah Bruce Spence
1456,Stephen Hopkins,Robert Davi,ActionHorrorSci-Fi,Adam Baldwin,Predator 2,Kevin Peter Hall,Stephen Hopkins Robert Davi ActionHorrorSci-Fi Adam Baldwin Kevin Peter Hall
1457,Gregory Hoblit,Jesse Tyler Ferguson,CrimeDramaThriller,Billy Burke,Untraceable,Joseph Cross,Gregory Hoblit Jesse Tyler Ferguson CrimeDramaThriller Billy Burke Joseph Cross
1458,Hugh Wilson,Sissy Spacek,ComedyDramaRomanceSci-Fi,Brendan Fraser,Blast from the Past,Douglas Smith,Hugh Wilson Sissy Spacek ComedyDramaRomanceSci-Fi Brendan Fraser Douglas Smith
1459,Mike Hodges,William Hootkins,ActionAdventureSci-Fi,Brian Blessed,Flash Gordon,Sam J. Jones,Mike Hodges William Hootkins ActionAdventureSci-Fi Brian Blessed Sam J. Jones
1460,Kevin Smith,Mike Starr,ComedyDramaRomance,Stephen Root,Jersey Girl,George Carlin,Kevin Smith Mike Starr ComedyDramaRomance Stephen Root George Carlin
1461,Rob Cohen,Chad Lindberg,ActionCrimeMysteryThriller,Cicely Tyson,Alex Cross,Carmen Ejogo,Rob Cohen Chad Lindberg ActionCrimeMysteryThriller Cicely Tyson Carmen Ejogo
1462,Clint Eastwood,Bob Gunton,CrimeDramaMysteryThriller,Kevin Spacey,Midnight in the Garden of Good and Evil,Leon Rippy,Clint Eastwood Bob Gunton CrimeDramaMysteryThriller Kevin Spacey Leon Rippy
1463,Scott Mann,Joshua Mikel,ActionCrimeThriller,Robert De Niro,Heist,D.B. Sweeney,Scott Mann Joshua Mikel ActionCrimeThriller Robert De Niro D.B. Sweeney
1464,Susanna White,Bill Bailey,ComedyFamilyFantasy,Daniel Mays,Nanny McPhee Returns,Eros Vlahos,Susanna White Bill Bailey ComedyFamilyFantasy Daniel Mays Eros Vlahos
1465,Danny DeVito,J.T. Walsh,BiographyCrimeDrama,Frank Whaley,Hoffa,Paul Guilfoyle,Danny DeVito J.T. Walsh BiographyCrimeDrama Frank Whaley Paul Guilfoyle
1466,Chris Carter,Callum Rennie,DramaMysterySci-FiThriller,Mitch Pileggi,The X Files: I Want to Believe,Nicki Aycox,Chris Carter Callum Rennie DramaMysterySci-FiThriller Mitch Pileggi Nicki Aycox
1467,Tommy O'Haver,Steve Coogan,ComedyFamilyFantasyRomance,Anne Hathaway,Ella Enchanted,Joanna Lumley,Tommy O'Haver Steve Coogan ComedyFamilyFantasyRomance Anne Hathaway Joanna Lumley
1468,Peter Landesman,Eddie Marsan,BiographyDramaSport,Will Smith,Concussion,Albert Brooks,Peter Landesman Eddie Marsan BiographyDramaSport Will Smith Albert Brooks
1469,John Singleton,Benjamin J. Cain Jr.,ActionMysteryThriller,Ken Arnold,Abduction,Richard Cetrone,John Singleton Benjamin J. Cain Jr. ActionMysteryThriller Ken Arnold Richard Cetrone
1470,Gary Chapman,Olivia Williams,AdventureAnimationComedyFamilyWar,Jim Broadbent,Valiant,Pip Torrens,Gary Chapman Olivia Williams AdventureAnimationComedyFamilyWar Jim Broadbent Pip Torrens
1471,Curtis Hanson,Rip Torn,ComedyDrama,Robert Downey Jr.,Wonder Boys,Richard Thomas,Curtis Hanson Rip Torn ComedyDrama Robert Downey Jr. Richard Thomas
1472,Craig Mazin,Tracy Morgan,ActionComedySci-FiThriller,Drake Bell,Superhero Movie,Marion Ross,Craig Mazin Tracy Morgan ActionComedySci-FiThriller Drake Bell Marion Ross
1473,Allen Hughes,James Ransone,CrimeDramaThriller,Alona Tal,Broken City,Michael Beach,Allen Hughes James Ransone CrimeDramaThriller Alona Tal Michael Beach
1474,Wes Craven,Portia de Rossi,ComedyHorror,Shannon Elizabeth,Cursed,Derek Mears,Wes Craven Portia de Rossi ComedyHorror Shannon Elizabeth Derek Mears
1475,David Koepp,Dania Ramirez,ActionCrimeThriller,Joseph Gordon-Levitt,Premium Rush,Aasif Mandvi,David Koepp Dania Ramirez ActionCrimeThriller Joseph Gordon-Levitt Aasif Mandvi
1476,Anne Fletcher,Richard T. Jones,ActionComedyCrime,Jim Gaffigan,Hot Pursuit,Michael Mosley,Anne Fletcher Richard T. Jones ActionComedyCrime Jim Gaffigan Michael Mosley
1477,Shekhar Kapur,Lucy Gordon,AdventureDramaRomanceWar,Djimon Hounsou,The Four Feathers,Alex Jennings,Shekhar Kapur Lucy Gordon AdventureDramaRomanceWar Djimon Hounsou Alex Jennings
1478,Taylor Hackford,Clifton Collins Jr.,ActionCrimeRomanceThriller,Jason Statham,Parker,Wendell Pierce,Taylor Hackford Clifton Collins Jr. ActionCrimeRomanceThriller Jason Statham Wendell Pierce
1479,Richard Loncraine,Jon Favreau,ComedyRomanceSport,Kirsten Dunst,Wimbledon,Austin Nichols,Richard Loncraine Jon Favreau ComedyRomanceSport Kirsten Dunst Austin Nichols
1480,Roger Kumble,Brooke Shields,ComedyFamily,Brendan Fraser,Furry Vengeance,Matt Prokop,Roger Kumble Brooke Shields ComedyFamily Brendan Fraser Matt Prokop
1481,Kimble Rendall,Cariba Heine,ActionHorrorSci-Fi,Alex Russell,Bait,Richard Brancatisano,Kimble Rendall Cariba Heine ActionHorrorSci-Fi Alex Russell Richard Brancatisano
1482,Peter Yates,Alun Armstrong,ActionAdventureFantasy,Liam Neeson,Krull,Lysette Anthony,Peter Yates Alun Armstrong ActionAdventureFantasy Liam Neeson Lysette Anthony
1483,Robert Redford,Tom Cruise,DramaThrillerWar,Meryl Streep,Lions for Lambs,Andrew Garfield,Robert Redford Tom Cruise DramaThrillerWar Meryl Streep Andrew Garfield
1484,John Milius,Dann Florek,ActionDramaThrillerWar,Rosanna Arquette,Flight of the Intruder,Christopher Rich,John Milius Dann Florek ActionDramaThrillerWar Rosanna Arquette Christopher Rich
1485,Jake Kasdan,Nat Faxon,ComedyMusic,Tim Meadows,Walk Hard: The Dewey Cox Story,Matt Price,Jake Kasdan Nat Faxon ComedyMusic Tim Meadows Matt Price
1486,Lasse Hallström,Scott Glenn,Drama,Kevin Spacey,The Shipping News,Jason Behr,Lasse Hallström Scott Glenn Drama Kevin Spacey Jason Behr
1487,Les Mayfield,Ronny Cox,ActionWestern,Gregory Smith,American Outlaws,Harris Yulin,Les Mayfield Ronny Cox ActionWestern Gregory Smith Harris Yulin
1488,Jean-Marc Vallée,Jim Broadbent,BiographyDramaHistoryRomance,Michiel Huisman,The Young Victoria,Thomas Kretschmann,Jean-Marc Vallée Jim Broadbent BiographyDramaHistoryRomance Michiel Huisman Thomas Kretschmann
1489,Dominic Sena,Bashar Rahal,ActionCrimeMysteryThriller,Tom Skerritt,Whiteout,Shawn Doyle,Dominic Sena Bashar Rahal ActionCrimeMysteryThriller Tom Skerritt Shawn Doyle
1490,Terrence Malick,Tye Sheridan,DramaFantasy,Brad Pitt,The Tree of Life,Fiona Shaw,Terrence Malick Tye Sheridan DramaFantasy Brad Pitt Fiona Shaw
1491,Hark Tsui,Lela Rochon,ActionComedyThriller,Paul Sorvino,Knock Off,Ray Nicholas,Hark Tsui Lela Rochon ActionComedyThriller Paul Sorvino Ray Nicholas
1492,David Ayer,Martin Donovan,ActionCrimeDramaThriller,Mireille Enos,Sabotage,Maurice Compte,David Ayer Martin Donovan ActionCrimeDramaThriller Mireille Enos Maurice Compte
1493,Brian Helgeland,Mark Addy,ActionMysteryThriller,Heath Ledger,The Order,Benno Fürmann,Brian Helgeland Mark Addy ActionMysteryThriller Heath Ledger Benno Fürmann
1494,Lexi Alexander,Wayne Knight,ActionCrimeDramaThriller,Julie Benz,Punisher: War Zone,Colin Salmon,Lexi Alexander Wayne Knight ActionCrimeDramaThriller Julie Benz Colin Salmon
1495,Peter Hewitt,Rip Torn,ActionAdventureFamilySci-Fi,Kevin Zegers,Zoom,Thomas F. Wilson,Peter Hewitt Rip Torn ActionAdventureFamilySci-Fi Kevin Zegers Thomas F. Wilson
1496,Robert Zemeckis,Soleyman Pierini,AdventureBiographyDramaThriller,Joseph Gordon-Levitt,The Walk,Jade Kindar-Martin,Robert Zemeckis Soleyman Pierini AdventureBiographyDramaThriller Joseph Gordon-Levitt Jade Kindar-Martin
1497,Ronny Yu,Lee Arenberg,ActionAdventureFantasy,Marley Shelton,Warriors of Virtue,Angus Macfadyen,Ronny Yu Lee Arenberg ActionAdventureFantasy Marley Shelton Angus Macfadyen
1498,Ridley Scott,Albert Finney,ComedyDramaRomance,Archie Panjabi,A Good Year,Richard Coyle,Ridley Scott Albert Finney ComedyDramaRomance Archie Panjabi Richard Coyle
1500,Richard Donner,Thomas Ian Nicholas,Drama,Adam Baldwin,Radio Flyer,John Heard,Richard Donner Thomas Ian Nicholas Drama Adam Baldwin John Heard
1501,Taylor Hackford,Jesse Borrego,CrimeDrama,Delroy Lindo,"Blood In, Blood Out",Raymond Cruz,Taylor Hackford Jesse Borrego CrimeDrama Delroy Lindo Raymond Cruz
1502,Bille August,Tom Wilkinson,ActionDramaSci-FiThriller,Jim Broadbent,Smilla's Sense of Snow,Julia Ormond,Bille August Tom Wilkinson ActionDramaSci-FiThriller Jim Broadbent Julia Ormond
1503,Brian De Palma,Gregg Henry,CrimeDramaMysteryThriller,Peter Coyote,Femme Fatale,Rie Rasmussen,Brian De Palma Gregg Henry CrimeDramaMysteryThriller Peter Coyote Rie Rasmussen
1504,Moustapha Akkad,Rod Steiger,BiographyDramaHistoryWar,Oliver Reed,Lion of the Desert,John Gielgud,Moustapha Akkad Rod Steiger BiographyDramaHistoryWar Oliver Reed John Gielgud
1505,Jean-Paul Rappeneau,François Cluzet,AdventureDramaRomanceWar,Olivier Martinez,The Horseman on the Roof,Isabelle Carré,Jean-Paul Rappeneau François Cluzet AdventureDramaRomanceWar Olivier Martinez Isabelle Carré
1506,Ang Lee,Jeffrey Dover,DramaRomanceWarWestern,Jeremy W. Auman,Ride with the Devil,Tobey Maguire,Ang Lee Jeffrey Dover DramaRomanceWarWestern Jeremy W. Auman Tobey Maguire
1507,Alejandro G. Iñárritu,Hanaa Bouchaib,Drama,Maricel Álvarez,Biutiful,Eduard Fernández,Alejandro G. Iñárritu Hanaa Bouchaib Drama Maricel Álvarez Eduard Fernández
1508,Roland Joffé,Alice Englert,ActionAdventureRomanceSci-Fi,Tamsin Egerton,The Lovers,Bipasha Basu,Roland Joffé Alice Englert ActionAdventureRomanceSci-Fi Tamsin Egerton Bipasha Basu
1509,Joachim Rønning,Sam Shepard,ActionComedyCrimeWestern,Salma Hayek,Bandidas,Dwight Yoakam,Joachim Rønning Sam Shepard ActionComedyCrimeWestern Salma Hayek Dwight Yoakam
1510,Tony Kaye,Aisha Tyler,CrimeDrama,Bill Cobbs,Black Water Transit,Beverly D'Angelo,Tony Kaye Aisha Tyler CrimeDrama Bill Cobbs Beverly D'Angelo
1511,Wes Ball,Aml Ameen,ActionMysterySci-FiThriller,Ki Hong Lee,The Maze Runner,Jacob Latimore,Wes Ball Aml Ameen ActionMysterySci-FiThriller Ki Hong Lee Jacob Latimore
1512,Ken Scott,June Diane Raphael,Comedy,Tom Wilkinson,Unfinished Business,Melissa McMeekin,Ken Scott June Diane Raphael Comedy Tom Wilkinson Melissa McMeekin
1513,Martin Scorsese,Geraldine Chaplin,DramaRomance,Richard E. Grant,The Age of Innocence,Stuart Wilson,Martin Scorsese Geraldine Chaplin DramaRomance Richard E. Grant Stuart Wilson
1514,Darren Aronofsky,Ellen Burstyn,DramaSci-Fi,Hugh Jackman,The Fountain,Mark Margolis,Darren Aronofsky Ellen Burstyn DramaSci-Fi Hugh Jackman Mark Margolis
1515,Hugh Johnson,Kevin J. O'Connor,ActionAdventureComedyDramaThriller,David Paymer,Chill Factor,Hudson Leick,Hugh Johnson Kevin J. O'Connor ActionAdventureComedyDramaThriller David Paymer Hudson Leick
1516,Simon West,Mark Valley,ActionCrimeDramaThriller,Nicolas Cage,Stolen,Sami Gayle,Simon West Mark Valley ActionCrimeDramaThriller Nicolas Cage Sami Gayle
1517,Hayao Miyazaki,Yûki Amami,AdventureAnimationFamilyFantasy,Rumi Hiiragi,Ponyo,Yuria Nara,Hayao Miyazaki Yûki Amami AdventureAnimationFamilyFantasy Rumi Hiiragi Yuria Nara
1518,George Tillman Jr.,Melissa Benoist,DramaRomance,Tiago Riani,The Longest Ride,Hayley Lovitt,George Tillman Jr. Melissa Benoist DramaRomance Tiago Riani Hayley Lovitt
1519,Rand Ravich,Charlize Theron,DramaSci-FiThriller,Johnny Depp,The Astronaut's Wife,Clea DuVall,Rand Ravich Charlize Theron DramaSci-FiThriller Johnny Depp Clea DuVall
1520,Hugh Hudson,Eva Marie Saint,AdventureDramaRomance,Liam Aiken,I Dreamed of Africa,Vincent Perez,Hugh Hudson Eva Marie Saint AdventureDramaRomance Liam Aiken Vincent Perez
1521,Gabriele Muccino,Dennis Quaid,ComedyRomanceSport,Gerard Butler,Playing for Keeps,Judy Greer,Gabriele Muccino Dennis Quaid ComedyRomanceSport Gerard Butler Judy Greer
1522,Justin Chadwick,Fana Mokoena,BiographyDramaHistory,Terry Pheto,Mandela: Long Walk to Freedom,Tony Kgoroge,Justin Chadwick Fana Mokoena BiographyDramaHistory Terry Pheto Tony Kgoroge
1523,Warren Beatty,Warren Beatty,BiographyDramaHistoryRomance,Paul Sorvino,Reds,M. Emmet Walsh,Warren Beatty Warren Beatty BiographyDramaHistoryRomance Paul Sorvino M. Emmet Walsh
1524,Rob Reiner,Demi Moore,DramaThriller,Tom Cruise,A Few Good Men,Kevin Pollak,Rob Reiner Demi Moore DramaThriller Tom Cruise Kevin Pollak
1525,Andrzej Bartkowiak,Bill Duke,ActionComedyCrimeDramaThriller,Michael Jai White,Exit Wounds,Bruce McGill,Andrzej Bartkowiak Bill Duke ActionComedyCrimeDramaThriller Michael Jai White Bruce McGill
1526,Raja Gosnell,Cedric the Entertainer,ActionComedyCrime,Nia Long,Big Momma's House,Tichina Arnold,Raja Gosnell Cedric the Entertainer ActionComedyCrime Nia Long Tichina Arnold
1527,Jeremy Degruson,Brianne Brozey,AdventureAnimationComedyFamilyFantasy,Kyle Hebert,Thunder and the House of Magic,Joe Ochman,Jeremy Degruson Brianne Brozey AdventureAnimationComedyFamilyFantasy Kyle Hebert Joe Ochman
1528,Chris Gorak,Veronika Vernadskaya,ActionAdventureHorrorSci-FiThriller,Max Minghella,The Darkest Hour,Dato Bakhtadze,Chris Gorak Veronika Vernadskaya ActionAdventureHorrorSci-FiThriller Max Minghella Dato Bakhtadze
1529,Scott Speer,Stephen Boss,DramaMusicRomance,Ryan Guzman,Step Up Revolution,Misha Gabriel Hamilton,Scott Speer Stephen Boss DramaMusicRomance Ryan Guzman Misha Gabriel Hamilton
1530,David R. Ellis,Kenan Thompson,ActionAdventureCrimeDramaThriller,Lin Shaye,Snakes on a Plane,Rachel Blanchard,David R. Ellis Kenan Thompson ActionAdventureCrimeDramaThriller Lin Shaye Rachel Blanchard
1531,Joe Charbanic,Joseph Sikora,CrimeHorrorMysteryThriller,Keanu Reeves,The Watcher,Chris Ellis,Joe Charbanic Joseph Sikora CrimeHorrorMysteryThriller Keanu Reeves Chris Ellis
1532,Jonathan Hensleigh,Marco St. John,ActionCrimeDramaThriller,Laura Harring,The Punisher,Eddie Jemison,Jonathan Hensleigh Marco St. John ActionCrimeDramaThriller Laura Harring Eddie Jemison
1533,Danny Cannon,Kuno Becker,DramaRomanceSport,Sean Pertwee,Goal! The Dream Begins,Stephen Dillane,Danny Cannon Kuno Becker DramaRomanceSport Sean Pertwee Stephen Dillane
1534,Boaz Yakin,Reggie Lee,ActionCrimeThriller,Jason Statham,Safe,Robert John Burke,Boaz Yakin Reggie Lee ActionCrimeThriller Jason Statham Robert John Burke
1535,Mike Newell,Kurt Fuller,ComedyDramaRomance,Angelina Jolie Pitt,Pushing Tin,Jake Weber,Mike Newell Kurt Fuller ComedyDramaRomance Angelina Jolie Pitt Jake Weber
1536,Richard Marquand,Ian McDiarmid,ActionAdventureFantasySci-Fi,Harrison Ford,Star Wars: Episode VI - Return of the Jedi,Kenny Baker,Richard Marquand Ian McDiarmid ActionAdventureFantasySci-Fi Harrison Ford Kenny Baker
1537,Neil Marshall,Jason Cope,ActionSci-FiThriller,Ryan Kruger,Doomsday,Jeremy Crutchley,Neil Marshall Jason Cope ActionSci-FiThriller Ryan Kruger Jeremy Crutchley
1538,Stephen Daldry,David Kross,DramaRomance,Kate Winslet,The Reader,Susanne Lothar,Stephen Daldry David Kross DramaRomance Kate Winslet Susanne Lothar
1539,David Wain,Lauren Ambrose,Comedy,Justin Theroux,Wanderlust,Joe Lo Truglio,David Wain Lauren Ambrose Comedy Justin Theroux Joe Lo Truglio
1540,Jon Favreau,Zooey Deschanel,ComedyFamilyFantasyRomance,Peter Dinklage,Elf,Will Ferrell,Jon Favreau Zooey Deschanel ComedyFamilyFantasyRomance Peter Dinklage Will Ferrell
1541,Jon Turteltaub,Kyra Sedgwick,DramaFantasyRomanceSci-Fi,Robert Duvall,Phenomenon,David Gallagher,Jon Turteltaub Kyra Sedgwick DramaFantasyRomanceSci-Fi Robert Duvall David Gallagher
1542,Brian Levant,Nichelle Nichols,AdventureComedyFamilySport,James Coburn,Snow Dogs,M. Emmet Walsh,Brian Levant Nichelle Nichols AdventureComedyFamilySport James Coburn M. Emmet Walsh
1543,Richard Donner,Alfre Woodard,ComedyDramaFantasy,Bill Murray,Scrooged,Robert Mitchum,Richard Donner Alfre Woodard ComedyDramaFantasy Bill Murray Robert Mitchum
1544,Jared Hess,Moises Arias,ComedyFamilySport,Ana de la Reguera,Nacho Libre,Héctor Jiménez,Jared Hess Moises Arias ComedyFamilySport Ana de la Reguera Héctor Jiménez
1545,Paul Feig,Wendi McLendon-Covey,ComedyRomance,Matt Lucas,Bridesmaids,Steve Bannos,Paul Feig Wendi McLendon-Covey ComedyRomance Matt Lucas Steve Bannos
1546,Evan Goldberg,James Franco,ComedyFantasy,Channing Tatum,This Is the End,Emma Watson,Evan Goldberg James Franco ComedyFantasy Channing Tatum Emma Watson
1547,Rupert Wainwright,Enrico Colantoni,Horror,Nia Long,Stigmata,Portia de Rossi,Rupert Wainwright Enrico Colantoni Horror Nia Long Portia de Rossi
1548,George Tillman Jr.,Charlize Theron,BiographyDrama,Robert De Niro,Men of Honor,Michael Rapaport,George Tillman Jr. Charlize Theron BiographyDrama Robert De Niro Michael Rapaport
1549,John Luessenhop,Hayden Christensen,ActionCrimeThriller,Paul Walker,Takers,Jay Hernandez,John Luessenhop Hayden Christensen ActionCrimeThriller Paul Walker Jay Hernandez
1550,Justin Zackham,Robert De Niro,Comedy,Robin Williams,The Big Wedding,Topher Grace,Justin Zackham Robert De Niro Comedy Robin Williams Topher Grace
1551,John Whitesell,Tony Curran,ActionComedyCrime,Brandon T. Jackson,"Big Mommas: Like Father, Like Son",Portia Doubleday,John Whitesell Tony Curran ActionComedyCrime Brandon T. Jackson Portia Doubleday
1552,Duncan Jones,Cas Anvar,MysterySci-FiThriller,Jake Gyllenhaal,Source Code,Russell Peters,Duncan Jones Cas Anvar MysterySci-FiThriller Jake Gyllenhaal Russell Peters
1553,Frank Marshall,Danny Nucci,AdventureBiographyDramaThriller,Illeana Douglas,Alive,Michael DeLorenzo,Frank Marshall Danny Nucci AdventureBiographyDramaThriller Illeana Douglas Michael DeLorenzo
1554,Joel Schumacher,Virginia Madsen,MysteryThriller,Logan Lerman,The Number 23,Ed Lauter,Joel Schumacher Virginia Madsen MysteryThriller Logan Lerman Ed Lauter
1555,Jean-Pierre Jeunet,Julian Richings,ActionAdventureDramaFamily,Callum Rennie,The Young and Prodigious T.S. Spivet,Judy Davis,Jean-Pierre Jeunet Julian Richings ActionAdventureDramaFamily Callum Rennie Judy Davis
1556,Steven Spielberg,John Belushi,ActionComedyWar,Christopher Lee,1941,Treat Williams,Steven Spielberg John Belushi ActionComedyWar Christopher Lee Treat Williams
1557,John Gatins,Freddy Rodríguez,DramaFamilySport,Ken Howard,Dreamer: Inspired by a True Story,Holmes Osborne,John Gatins Freddy Rodríguez DramaFamilySport Ken Howard Holmes Osborne
1558,David Cronenberg,Kyle Schmid,CrimeDramaThriller,Viggo Mortensen,A History of Violence,William Hurt,David Cronenberg Kyle Schmid CrimeDramaThriller Viggo Mortensen William Hurt
1559,Louis Leterrier,Jason Flemyng,ActionCrimeThriller,Jason Statham,Transporter 2,Matthew Modine,Louis Leterrier Jason Flemyng ActionCrimeThriller Jason Statham Matthew Modine
1560,Sam Raimi,Pat Hingle,ActionThrillerWestern,Leonardo DiCaprio,The Quick and the Dead,Roberts Blossom,Sam Raimi Pat Hingle ActionThrillerWestern Leonardo DiCaprio Roberts Blossom
1561,Peter Howitt,Mike Doyle,ComedyRomance,Frances Fisher,Laws of Attraction,Nora Dunn,Peter Howitt Mike Doyle ComedyRomance Frances Fisher Nora Dunn
1562,Martin Scorsese,Marc Anthony,DramaThriller,Nicolas Cage,Bringing Out the Dead,Sonja Sohn,Martin Scorsese Marc Anthony DramaThriller Nicolas Cage Sonja Sohn
1563,Miguel Sapochnik,RZA,ActionCrimeSci-FiThriller,Alice Braga,Repo Men,Yvette Nicole Brown,Miguel Sapochnik RZA ActionCrimeSci-FiThriller Alice Braga Yvette Nicole Brown
1564,Hyung-rae Shim,Aimee Garcia,ActionDramaFantasyHorrorThriller,Robert Forster,Dragon Wars: D-War,Chris Mulkey,Hyung-rae Shim Aimee Garcia ActionDramaFantasyHorrorThriller Robert Forster Chris Mulkey
1565,Norman Jewison,Nancy Travis,ComedyFamilyFantasy,Haley Joel Osment,Bogus,Andrea Martin,Norman Jewison Nancy Travis ComedyFamilyFantasy Haley Joel Osment Andrea Martin
1566,Don Scardino,Olivia Wilde,Comedy,Steve Buscemi,The Incredible Burt Wonderstone,Steve Carell,Don Scardino Olivia Wilde Comedy Steve Buscemi Steve Carell
1567,Mark Dindal,Frank Welker,AnimationComedyFamilyFantasyMusical,George Kennedy,Cats Don't Dance,Hal Holbrook,Mark Dindal Frank Welker AnimationComedyFamilyFantasyMusical George Kennedy Hal Holbrook
1568,Tim Robbins,Vanessa Redgrave,Drama,Bill Murray,Cradle Will Rock,Emily Watson,Tim Robbins Vanessa Redgrave Drama Bill Murray Emily Watson
1569,Steven Soderbergh,Beau Bridges,DramaMysteryThriller,Tony Curran,The Good German,Leland Orser,Steven Soderbergh Beau Bridges DramaMysteryThriller Tony Curran Leland Orser
1570,Tom Reeve,Rollo Weeks,ActionAdventureComedyFantasyRomance,Joan Plowright,George and the Dragon,Simon Callow,Tom Reeve Rollo Weeks ActionAdventureComedyFantasyRomance Joan Plowright Simon Callow
1571,Francis Ford Coppola,Marlon Brando,DramaWar,Harrison Ford,Apocalypse Now,Robert Duvall,Francis Ford Coppola Marlon Brando DramaWar Harrison Ford Robert Duvall
1572,Nanette Burstein,Kelli Garner,ComedyRomance,Rob Riggle,Going the Distance,Jim Gaffigan,Nanette Burstein Kelli Garner ComedyRomance Rob Riggle Jim Gaffigan
